;phoneId;location;motionType;mean(SCL);mean(SCR);mean(HR);mean(RR);mean(skinTemp);mad(SCL);mad(SCR);mad(HR);mad(RR);mad(skinTemp);std(SCL);std(SCR);std(HR);std(RR);std(skinTemp);RMSSD;LF;HF;LF/HF;receptivity
541;5a2fa237421a763ff2b33932;1;1.0;-0.9660202315379036;-0.941411956531843;-0.17870019413885552;0.08778625954198475;0.06675577068959312;-0.953358866830875;-0.945337598359652;-0.9129834254143646;-0.6515778582514212;-0.7700000000000102;-0.9540802902266499;-0.9430779286102361;-0.8935574483031871;-0.6011846858014916;-0.7281019098475101;-0.48895805107450385;-0.9784526498564284;-0.975978043625883;-0.9998675720094796;-1.0
542;5a2fa237421a763ff2b33932;1;1.0;-0.9660924374585081;-0.9403708213481007;-0.1779606175464547;0.08261511942871225;0.06686414044720611;-0.9501744085185074;-0.9461019364799763;-0.9185082872928177;-0.6284531815830302;-0.7485714285714371;-0.9492375535043496;-0.9422600527966584;-0.9006841172565301;-0.5803776263430288;-0.7157178751123939;-0.4776438557683196;-0.9942791389130715;-0.9562739761592074;-0.999980684066161;-1.0
543;5a2fa237421a763ff2b33932;1;1.0;-0.9661979427047237;-0.9413267653119147;-0.17722104095405375;0.08224575227776407;0.06697251020481909;-0.9431993627234839;-0.9421890306418998;-0.9240331491712706;-0.6306259699948255;-0.7300000000000069;-0.9422203115143147;-0.9406144851204499;-0.9088648034341986;-0.580911687389839;-0.7054058481814101;-0.4609465195392699;-0.9847459320950239;-0.9805232021471758;-0.9998843721600709;-1.0
544;5a2fa237421a763ff2b33932;1;1.0;-0.9661935368325657;-0.9410001633563873;-0.17648146436165293;0.07670524501354352;0.0670808799624322;-0.942058089182715;-0.9385772986873444;-0.9295580110497238;-0.6391619244697349;-0.7142857142857112;-0.9424882473381897;-0.9389175401830103;-0.9184159618819558;-0.5902074655046131;-0.6969542366343365;-0.4553815093829013;-0.9889969337063799;-0.9756266577468095;-0.9999333511075799;-1.0
545;5a2fa237421a763ff2b33932;1;1.0;-0.9663719617971134;-0.9404133797972273;-0.17648146436165293;0.06931790199458279;0.06718924972004504;-0.942558041767931;-0.9388576438315397;-0.9295580110497238;-0.6624418003103971;-0.7014285714285755;-0.9420428116252305;-0.939072236432876;-0.9184159618819558;-0.6225721936596228;-0.6902107365399791;-0.502627362099104;-0.9695180115509971;-0.9808627433730222;-0.9997648430019589;-1.0
546;5a2fa237421a763ff2b33932;1;1.0;-0.9666224542419576;-0.939980658102612;-0.17685125265785334;0.06266929327751798;0.06729761947765803;-0.947806786460299;-0.9392471038841932;-0.9267955801104972;-0.6954992240041372;-0.6914285714285743;-0.947662963303961;-0.9390988318132552;-0.911479230161257;-0.6649291971289397;-0.6850656044993054;-0.5052323994393485;-0.9844781406258342;-0.993423633410836;-0.9996515407286104;-1.0
547;5a2fa237421a763ff2b33932;1;1.0;-0.966832793754538;-0.9428382498607756;-0.17722104095405375;0.06710169908889457;0.06740598923527101;-0.9498649619891087;-0.9393982580357866;-0.9240331491712706;-0.6857216761510593;-0.684285714285716;-0.9500379031533803;-0.9397386918432228;-0.9051686441956691;-0.6566429287467267;-0.6814413839860318;-0.49343300461041023;-0.9883792539897308;-0.9788682923918683;-0.9999188116509466;-1.0
548;5a2fa237421a763ff2b33932;1;1.0;-0.9672344751867495;-0.9451852668085223;-0.1779606175464547;0.07264220635311526;0.06751435899288398;-0.9555814507686996;-0.9419659116393305;-0.9185082872928177;-0.650801862390066;-0.6800000000000006;-0.9547330808820071;-0.9423871494534712;-0.8972819073594384;-0.6162074634335637;-0.6792865097050904;-0.48571711838681153;-0.9822525423573171;-0.9978280673649652;-0.9987936201035739;-1.0
549;5a2fa237421a763ff2b33932;1;1.0;-0.9674245117228836;-0.9487699347388273;-0.1779606175464547;0.07448904210785559;0.06762272875049696;-0.9547277955965427;-0.9439472478019888;-0.9185082872928177;-0.6483186756337286;-0.6785714285714284;-0.9536595577446375;-0.9431519176164282;-0.8972819073594384;-0.6152183126611365;-0.6785714285714284;-0.4887172774691897;-0.9656249170011971;-0.9669418530857047;-0.9998464819150988;-1.0
550;5a2fa237421a763ff2b33932;1;1.0;-0.9676426157518788;-0.9511086334653589;-0.1783304058426551;0.0704260034474269;0.06773109850810995;-0.9490878734918657;-0.9436809241699633;-0.9157458563535912;-0.6210036213140184;-0.679999999999999;-0.9471397503458518;-0.9435931167436528;-0.895348350625045;-0.5903528967125796;-0.6792865097050904;-0.4702740061876867;-0.9934401302072311;-0.95777155403324;-0.9999770657567918;-1.0
551;5a2fa237421a763ff2b33932;1;1.0;-0.967861254817086;-0.9535117644389801;-0.17906998243505592;0.06525486333415438;0.06783946826572293;-0.9447285421806046;-0.9443866291751564;-0.910220994475138;-0.6414899120538006;-0.6842857142857126;-0.9424215519921179;-0.9446857666412519;-0.8887681887641585;-0.6103629483465112;-0.6814413839860317;-0.46610833789475364;-0.9956580743663925;-0.9843174744688907;-0.9999591247265027;-1.0
552;5a2fa237421a763ff2b33932;1;1.0;-0.9683003244592435;-0.9606837737232331;-0.1805491356198577;0.060453090371829915;0.06794783802333604;-0.9446777004159402;-0.946273208387308;-0.8987108655616941;-0.6219348163476444;-0.6914285714285743;-0.9403504762596663;-0.9466515316322263;-0.8777761591898684;-0.592601110464831;-0.6850656044993053;-0.4573057623781222;-0.9719488174027161;-0.9884593430953442;-0.9996411483567904;-1.0
553;5a2fa237421a763ff2b33932;1;1.0;-0.9683497586612184;-0.9586799872104076;-0.18202828880465932;0.060453090371829915;0.06805620778094888;-0.942786118828078;-0.9479884328217126;-0.8890423572744014;-0.6219348163476444;-0.7014285714285687;-0.940782323428377;-0.9480559432799794;-0.8690869539262743;-0.592601110464831;-0.6902107365399791;-0.4585545113635366;-0.978155733577863;-0.983999933968925;-0.9997984373851507;-1.0
554;5a2fa237421a763ff2b33932;1;1.0;-0.9686509891311169;-0.95372039931592;-0.1835074419894611;0.06894853484363475;0.06809233103348646;-0.9336996354298961;-0.9433080911847491;-0.8812154696132595;-0.6042421107087413;-0.7104761904761828;-0.9316521892685892;-0.9460368494972426;-0.8622640535641877;-0.5694775333242001;-0.6972911414226123;-0.4122331784489903;-0.9549357651653234;-0.9861717391843262;-0.9995188741036759;-1.0
555;5a2fa237421a763ff2b33932;1;1.0;-0.9690127953052644;-0.9519428517973086;-0.1849865951742627;0.07522777640975152;0.06812845428602429;-0.9245351695191213;-0.9448222620634684;-0.8752302025782689;-0.5787894464562843;-0.7195238095238105;-0.9215854606287914;-0.9473513915781365;-0.8570399944488564;-0.5423416957384551;-0.7047139055915077;-0.4122331784489903;-0.9890103205398068;-0.8941508665673445;-0.9999846717698541;-1.0
556;5a2fa237421a763ff2b33932;1;1.0;-0.9694712956946454;-0.9530631501822705;-0.1864657483590645;0.0770746121644917;0.06816457753856187;-0.9137610486983249;-0.9460129734344771;-0.871086556169429;-0.5679255043973084;-0.7285714285714244;-0.908006071114451;-0.9477346228205199;-0.8532439358249767;-0.5378072406097127;-0.7125055457500254;-0.40930894735619644;-0.9943359864245049;-0.8287953935331189;-0.9999951156909707;-1.0
557;5a2fa237421a763ff2b33932;1;1.0;-0.9698244637232376;-0.9528111729947883;-0.1883146898400665;0.0770746121644917;0.06820070079109956;-0.9044772227597093;-0.9447212852391608;-0.8722375690607735;-0.5679255043973084;-0.7376190476190452;-0.8975983367935142;-0.9461847238063783;-0.856201043522934;-0.5378072406097127;-0.7206969314854673;-0.4193961958271783;-0.9990900009100023;-0.9261427547583182;-0.9999981809604281;-1.0
558;5a2fa237421a763ff2b33932;1;1.0;-0.9702596310000836;-0.9533524409979998;-0.18979384302486826;0.07929081507017992;0.06823682404363726;-0.8975281690952411;-0.9431429147442868;-0.8720073664825047;-0.5548887739265379;-0.746666666666666;-0.8906025608838214;-0.9439120175105453;-0.8552481962802079;-0.5225357489928076;-0.7293243525500486;-0.40941313486078046;-0.992238647133608;-0.942198821978972;-0.9999801758290913;-1.0
559;5a2fa237421a763ff2b33932;1;1.0;-0.9707420252093215;-0.9601302741640058;-0.19164278450587047;0.08187638512681618;0.06827294729617485;-0.8905701363263527;-0.9530361504574372;-0.8660220994475136;-0.5612519399896521;-0.7557142857142801;-0.8850166420161852;-0.9538255999720379;-0.8500011694746122;-0.5243768249914136;-0.7384309510914174;-0.4056738911842841;-0.9919387180599724;-0.8893972592992873;-0.9999892394984125;-1.0
